site,MBFC factual,Site Rank,Year online,Name,Media Bias/Fact Check URL,Wikipedia,MBFC,Unnamed: 8,ID,URL,iffy,http,✓,volume
investmentwatchblog.com,mixed,48592,2010.0,Investment Watch Blog,https://mediabiasfactcheck.com/investment-watch-blog/,,CP,,511,http://www.investmentwatchblog.com/,,404,↗,667
iowaclimate.org,low,5736613,2016.0,Iowa Climate Science Education,https://mediabiasfactcheck.com/iowa-climate-science-education/,,CP,,1487,https://iowaclimate.org/,1.0,200,↗,328
israelislamandendtimes.com,mixed,827742,2013.0,"Israel, Islam and End Times",https://mediabiasfactcheck.com/israel-islam-end-times/,,CP,,1488,https://israelislamandendtimes.com/,,200,↗,28
israelvideonetwork.com,mixed,388119,2011.0,Israel Video Network,https://mediabiasfactcheck.com/israel-video-network/,,FN,,1706,http://www.israelvideonetwork.com/,,200,↗,0
jeffersonreporter.com,mixed,20000000,2019.0,Jefferson Reporter,https://mediabiasfactcheck.com/jefferson-reporter/,,FN,32.0,4942,https://jeffersonreporter.com/,,200,↗,0
jesus-is-savior.com,low,125795,2002.0,Jesus is Savior,https://mediabiasfactcheck.com/jesus-is-savior/,,CP,,522,https://jesus-is-savior.com/,1.0,200,↗,47
jesusdaily.com,low,445389,,Jesus Daily,https://mediabiasfactcheck.com/jesus-daily/,,CP,52.0,2349,https://www.jesusdaily.com/,1.0,200,↗,22
judicialwatch.org,low,52168,1997.0,Judicial Watch,https://mediabiasfactcheck.com/judicial-watch/,https://en.wikipedia.org/wiki/Judicial_Watch,FN,64.5,529,https://www.judicialwatch.org/,1.0,200,↗,39092
judithcurry.com,mixed,376765,,Climate Etc,https://mediabiasfactcheck.com/climate-etc/,,CP,,1435,https://judithcurry.com/,,200,↗,29
junkscience.com,low,671381,1996.0,JunkScience.com,https://mediabiasfactcheck.com/junkscience-com/,,CP,,1491,https://junkscience.com/,1.0,200,↗,94
justthefacts.org,mixed,6463472,1998.0,Just the Facts,https://mediabiasfactcheck.com/just-the-facts/,,FN,,1710,https://www.justthefacts.org/,,200,↗,0
knowledgeoftoday.org,low,1231221,,Knowledge of Today,https://mediabiasfactcheck.com/knowledge-of-today/,,CP,,535,https://www.knowledgeoftoday.org/,1.0,200,↗,0
lancastercourier.com,mixed,404514,2019.0,Lancaster Courier,https://mediabiasfactcheck.com/lancaster-courier/,,FN,62.5,4932,https://www.lancastercourier.com/,,200,↗,9
larouchepac.com,low,151717,2004.0,LaRouche PAC,https://mediabiasfactcheck.com/larouche-pac/,https://en.wikipedia.org/wiki/Worldwide_LaRouche_Youth_Movement#LaRouche_PAC,CP,,1492,https://larouchepac.com/,1.0,200,↗,1313
lastdeplorables.com,low,20000000,2018.0,The Deplorables,https://mediabiasfactcheck.com/the-deplorables/,,FN,,545,http://www.lastdeplorables.com/,1.0,200,↗,0
latitudes.org,mixed,689648,1997.0,ACN Latitudes,https://mediabiasfactcheck.com/acn-latitudes/,,CP,,1411,https://latitudes.org/,,403,↗,75
learntherisk.org,very-low,1015206,2015.0,LearnTheRisk.org,https://mediabiasfactcheck.com/learntherisk-org/,https://en.wikipedia.org/wiki/Learn_The_Risk,CP,,2350,https://learntherisk.org/,1.0,200,↗,43
leftaction.com,low,2899350,2010.0,Left Action,https://mediabiasfactcheck.com/left-action/,,FN,,2351,https://leftaction.com/,1.0,200,↗,0
leftexposed.org,low,2647658,2014.0,Left Exposed,https://mediabiasfactcheck.com/left-exposed/,,FN,,2352,http://leftexposed.org/,1.0,200,↗,3
legitgov.org,mixed,2155919,2000.0,Citizens for Legitimate Government,https://mediabiasfactcheck.com/citizens-for-legitimate-government-clg-news/,,CP,,4860,https://legitgov.org/,,200,↗,74
lewrockwell.com,mixed,43237,1999.0,Lew Rockwell,https://mediabiasfactcheck.com/lew-rockwell/,,FN,,550,https://www.lewrockwell.com/,,200,↗,1738
liberty.news,very-low,3754007,2015.0,Liberty.News,https://mediabiasfactcheck.com/liberty-news-2/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4753,https://liberty.news/,1.0,200,↗,114
libertyvideos.org,low,16953997,,Liberty Videos,https://mediabiasfactcheck.com/liberty-videos/,,CP,,563,https://libertyvideos.org/,1.0,200,↗,0
libtards.news,very-low,8087318,2015.0,Libtards.News,https://mediabiasfactcheck.com/libtards-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4758,https://libtards.news/,1.0,200,↗,1
lifespa.com,low,108758,1997.0,LifeSpa,https://mediabiasfactcheck.com/lifespa/,,CP,,1494,https://lifespa.com/,1.0,200,↗,30
liveaction.org,mixed,96565,,Live Action,https://mediabiasfactcheck.com/live-action/,,CP,42.5,1495,https://www.liveaction.org/,,200,↗,2385
livestrong.com,mixed,2079,2002.0,Livestrong.com,https://mediabiasfactcheck.com/livestrong-com/,,CP,,1496,https://www.livestrong.com/,,200,↗,364
livingwhole.org,mixed,1316034,2014.0,Living Whole,https://mediabiasfactcheck.com/living-whole/,,CP,,1498,https://www.livingwhole.org/,,200,↗,4
londonwebnews.com,low,9122758,2017.0,London Web News,https://mediabiasfactcheck.com/london-web-news/,,FN,,575,https://londonwebnews.com/,1.0,200,↗,0
loonwatch.com,low,3630876,,LoonWatch,https://mediabiasfactcheck.com/loonwatch/,,FN,,1719,https://www.loonwatch.com/,1.0,200,↗,4
lucianne.com,mixed,47344,1999.0,Lucianne.com,https://mediabiasfactcheck.com/lucianne-com/,,FN,,4897,https://www.lucianne.com/,,200,↗,4
madworldnews.com,low,154163,2013.0,Mad World News,https://mediabiasfactcheck.com/mad-world-news/,,FN,37.5,581,https://madworldnews.com/,1.0,200,↗,0
magadailyreport.com,mixed,708860,2019.0,MAGA Daily Report,https://mediabiasfactcheck.com/maga-daily-report/,,FN,50.0,2490,https://magadailyreport.com/,,200,↗,0
magapill.com,mixed,559773,2017.0,MagaPill,https://mediabiasfactcheck.com/magapill/,,FN,,1722,https://www.magapill.com/,,200,↗,147
mediafactwatch.com,mixed,15306721,2015.0,Media Fact Watch,https://mediabiasfactcheck.com/media-fact-watch/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,1501,https://mediafactwatch.com/,,200,↗,0
mediaroots.org,mixed,1148796,,Media Roots,https://mediabiasfactcheck.com/media-roots/,,CP,,1502,https://mediaroots.org/,,200,↗,1
medicalmedium.com,low,87680,,Medical Medium,https://mediabiasfactcheck.com/medical-medium/,https://en.wikipedia.org/wiki/Anthony_William,CP,12.5,2524,https://www.medicalmedium.com/,1.0,200,↗,26
medicine.news,low,5074305,,Medicine News,https://mediabiasfactcheck.com/medicine-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,1503,https://medicine.news/,1.0,200,↗,292
medusamagazine.com,mixed,3079017,2017.0,Medusa Magazine,https://mediabiasfactcheck.com/medusa-magazine/,,CP,,1504,https://medusamagazine.com/,,200,↗,0
meforum.org,low,218826,2000.0,Middle East Forum,https://mediabiasfactcheck.com/middle-east-forum/,https://en.wikipedia.org/wiki/Middle_East_Forum,FN,,1727,https://www.meforum.org/,1.0,200,↗,300
memri.org,mixed,185431,1997.0,Middle East Media Research Institute (Memri),https://mediabiasfactcheck.com/middle-east-media-research-institute-memri/,,FN,,1728,https://www.memri.org/,,200,↗,951
mercola.com,low,6133,1997.0,Mercola,https://mediabiasfactcheck.com/mercola/,https://en.wikipedia.org/wiki/Joseph_Mercola,CP,47.5,1506,https://www.mercola.com/,1.0,200,↗,1171
metricmedianews.com,mixed,1107293,2019.0,Metric Media,https://mediabiasfactcheck.com/metric-media/,,FN,32.0,4934,https://metricmedianews.com/,,200,↗,3
middleamericandemocrat.com,mixed,6408215,2018.0,Middle American Democrat,https://mediabiasfactcheck.com/middle-american-democrat-bias-report/,,FN,57.5,4895,https://middleamericandemocrat.com/,,200,↗,0
mindbodygreen.com,mixed,8876,,MindBodyGreen,https://mediabiasfactcheck.com/mindbodygreen/,,CP,25.0,1507,https://www.mindbodygreen.com/,,200,↗,1889
mixi.media,low,42288,,Mixi.Media,https://mediabiasfactcheck.com/mixi-media/,,FN,,2353,https://mixi.media/,1.0,200,↗,10
mobilecourant.com,mixed,20000000,2019.0,Mobile Courant,https://mediabiasfactcheck.com/mobile-courant/,,FN,32.0,4943,https://mobilecourant.com/,,200,↗,0
modernalternativemama.com,mixed,851872,,Modern Alternative Mama,https://mediabiasfactcheck.com/modern-alternative-mama/,,CP,,1508,https://modernalternativemama.com/,,200,↗,1
moonbattery.com,low,317014,2004.0,MoonBattery,https://mediabiasfactcheck.com/moonbattery/,,FN,,2354,https://moonbattery.com/,1.0,200,↗,55
msmlies.com,mixed,20000000,2017.0,MSMLies.com,https://mediabiasfactcheck.com/msmlies-com/,,FN,,4915,https://www.msmlies.com/,,200,↗,0
myrightamerica.com,low,10467000,2016.0,My Right American,https://mediabiasfactcheck.com/my-right-american/,,FN,,1733,https://myrightamerica.com/,1.0,200,↗,0
natall.com,very-low,2928699,1995.0,National Alliance,https://mediabiasfactcheck.com/national-alliance/,https://en.wikipedia.org/wiki/National_Alliance_(United_States),FN,,1736,https://natall.com/,1.0,200,↗,0
nationaleconomicseditorial.com,low,1649565,2016.0,National Economics Editorial,https://mediabiasfactcheck.com/national-economics-editorial/,,FN,,1737,https://nationaleconomicseditorial.com/,1.0,200,↗,3
nationalenquirer.com,low,55172,1996.0,National Enquirer,https://mediabiasfactcheck.com/national-enquirer/,https://en.wikipedia.org/wiki/National_Enquirer,FN,20.0,1738,https://www.nationalenquirer.com/,1.0,200,↗,13
nationalfile.com,low,51619,2019.0,National File,https://mediabiasfactcheck.com/national-file/,,CP,5.0,2355,https://nationalfile.com/,1.0,200,↗,8448
nationalpolicy.institute,low,20000000,,National Policy Institute,https://mediabiasfactcheck.com/national-policy-institute/,https://en.wikipedia.org/wiki/National_Policy_Institute,FN,,4832,https://nationalpolicy.institute/,1.0,200,↗,0
nationalrighttolifenews.org,low,1014698,,NRL News Today,https://mediabiasfactcheck.com/nrl-news-today/,,FN,7.5,2520,https://www.nationalrighttolifenews.org/,1.0,200,↗,301
nationalsecurity.news,very-low,8581318,2015.0,NationalSecurity.News,https://mediabiasfactcheck.com/nationalsecurity-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4762,https://nationalsecurity.news/,1.0,200,↗,5
nationalvanguard.org,very-low,138165,2003.0,National Vanguard,https://mediabiasfactcheck.com/national-vanguard/,https://en.wikipedia.org/wiki/National_Vanguard_(American_organization),FN,,622,https://nationalvanguard.org/,1.0,200,↗,9
naturalcures.com,mixed,1114625,2003.0,Natural Cures,https://mediabiasfactcheck.com/natural-cures/,,CP,,1511,https://naturalcures.com/,,200,↗,1
naturalhealth365.com,mixed,74953,,Natural Health 365,https://mediabiasfactcheck.com/natural-health-365/,,CP,0.0,1513,https://www.naturalhealth365.com/,,200,↗,14
naturallysavvy.com,mixed,219102,2007.0,Naturally Savvy,https://mediabiasfactcheck.com/naturally-savvy/,,CP,,1516,https://naturallysavvy.com/,,200,↗,42
naturalmedicine.news,very-low,3935491,2015.0,NaturalMedicine.News,https://mediabiasfactcheck.com/naturalmedicine-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4766,https://naturalmedicine.news/,1.0,200,↗,0
naturalnews.com,very-low,18138,,Natural News,https://mediabiasfactcheck.com/natural-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,1178,https://naturalnews.com/,1.0,200,↗,221
naturalnewsblogs.com,very-low,289298,2017.0,NaturalNewsBlogs,https://mediabiasfactcheck.com/naturalnewsblogs/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,630,https://naturalnewsblogs.com/,1.0,200,↗,6
naturalnewsradio.com,very-low,3023044,2008.0,Natural News Radio,https://mediabiasfactcheck.com/natural-news-radio/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4773,https://naturalnewsradio.com/,1.0,200,↗,2
naturalpedia.com,very-low,1054871,,NaturalPedia.com,https://mediabiasfactcheck.com/naturalpedia-com/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,4775,https://naturalpedia.com/,1.0,200,↗,2
naturalsociety.com,mixed,298426,,Natural Society,https://mediabiasfactcheck.com/natural-society/,,CP,,1515,https://naturalsociety.com/,,200,↗,33
nealabamanews.com,mixed,20000000,2019.0,NE Alabama Courant,https://mediabiasfactcheck.com/ne-alabama-news/,,FN,32.0,4944,https://nealabamanews.com/,,200,↗,0
needtoknow.news,low,145567,,Need to Know,https://mediabiasfactcheck.com/need-to-know/,,CP,,1505,https://needtoknow.news/,1.0,200,↗,420
neonnettle.com,low,66999,2013.0,Neon Nettle,https://mediabiasfactcheck.com/neon-nettle/,,CP,25.0,633,https://neonnettle.com/,1.0,200,↗,2415
neverrepublican.com,low,13935368,2016.0,NeverRepublican.com,https://mediabiasfactcheck.com/neverrepublican-com/,,FN,,1743,http://www.neverrepublican.com/,1.0,200,↗,0
newamericannews.com,mixed,13193223,2016.0,New American News,https://mediabiasfactcheck.com/new-american-news/,,CP,,1518,https://newamericannews.com/,,200,↗,2
newnation.org,very-low,1929909,1998.0,New Nation News,https://mediabiasfactcheck.com/new-nation-news/,,FN,,1747,http://newnation.org/,1.0,200,↗,2
newobserveronline.com,very-low,599902,,The New Observer,https://mediabiasfactcheck.com/the-new-observer/,,FN,,1847,http://newobserveronline.com/,1.0,503,↗,0
newsammo.com,mixed,191309,2018.0,NewsAmmo,https://mediabiasfactcheck.com/newsammo/,,FN,,4881,https://newsammo.com/,,200,↗,1
newsblaze.com,mixed,237782,2003.0,News Blaze,https://mediabiasfactcheck.com/news-blaze/,,FN,25.0,1749,https://newsblaze.com/,,200,↗,37
newsbud.com,mixed,593604,2004.0,Newsbud,https://mediabiasfactcheck.com/newsbud/,,CP,,1519,https://www.newsbud.com/,,200,↗,4
newsexaminer.net,very-low,2892385,2014.0,NewsExaminer.net,https://mediabiasfactcheck.com/newsexaminer-net/,,FN,,656,https://newsexaminer.net/,1.0,200,↗,0
newsfeedhunter.com,low,20000000,2018.0,News Feed Hunter,https://mediabiasfactcheck.com/news-feed-hunter/,,FN,,657,https://newsfeedhunter.com/,1.0,200,↗,0
newsinsideout.com,mixed,1684680,2014.0,News Inside Out,https://mediabiasfactcheck.com/newsinsideout-com/,,CP,,1520,https://newsinsideout.com/,,200,↗,64
newspunch.com,very-low,158612,2004.0,News Punch,https://mediabiasfactcheck.com/news-punch/,https://en.wikipedia.org/wiki/NewsPunch,FN,25.0,1991,https://newspunch.com/,1.0,200,↗,5608
newstarget.com,low,143501,1996.0,News Target,https://mediabiasfactcheck.com/news-target/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,672,https://newstarget.com/,1.0,200,↗,726
newswars.com,low,63937,2009.0,NewsWars,https://mediabiasfactcheck.com/newswars/,,FN,,1752,https://www.newswars.com/,1.0,200,↗,496
newswithviews.com,low,196438,2001.0,News with Views,https://mediabiasfactcheck.com/news-with-views/,,FN,,679,https://newswithviews.com/,1.0,406,↗,185
nordicmonitor.com,mixed,346658,2018.0,Nordic Monitor,https://mediabiasfactcheck.com/nordic-monitor/,,FN,,4925,https://www.nordicmonitor.com/,,200,↗,1304
northbirminghamtimes.com,mixed,20000000,2019.0,North Birmingham Times,https://mediabiasfactcheck.com/north-birmingham-times/,,FN,32.0,4945,https://northbirminghamtimes.com/,,200,↗,0
notallowedto.com,low,978627,2014.0,Not Allowed to,https://mediabiasfactcheck.com/not-allowed-to/,,FN,,1201,https://notallowedto.com/,1.0,200,↗,1
notrickszone.com,low,521247,2010.0,NoTricksZone,https://mediabiasfactcheck.com/notrickszone/,,CP,,2357,https://notrickszone.com/,1.0,200,↗,234
now8news.com,very-low,1741848,2015.0,Now8News,https://mediabiasfactcheck.com/now8news/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,FN,20.0,689,https://now8news.com/,1.0,200,↗,0
nowtheendbegins.com,low,70636,2015.0,Now The End Begins,https://mediabiasfactcheck.com/now-the-end-begins/,,CP,17.5,690,https://www.nowtheendbegins.com/,1.0,200,↗,558
nrlc.org,low,1688241,,National Right to Life Committee,https://mediabiasfactcheck.com/national-right-to-life-committee-nrlc/,https://en.wikipedia.org/wiki/National_Right_to_Life_Committee,FN,,4689,https://www.nrlc.org/,1.0,200,↗,16
nutrientreference.com,very-low,20000000,2006.0,NutrientReference.com,https://mediabiasfactcheck.com/nutrientreference-com/,,CP,,4777,https://nutrientreference.com/,1.0,200,↗,0
nutritionfacts.org,mixed,26133,,Nutritionfacts.org,https://mediabiasfactcheck.com/nutritionfacts-org/,,CP,,695,https://nutritionfacts.org/,,200,↗,912
nvic.org,low,169286,2003.0,National Vaccine Information Institute,https://mediabiasfactcheck.com/national-vaccine-information-center-nvic/,https://en.wikipedia.org/wiki/National_Vaccine_Information_Center,CP,,1500,https://www.nvic.org/,1.0,200,↗,107
oann.com,low,44743,2004.0,One America News Network,https://mediabiasfactcheck.com/one-america-news-network/,https://en.wikipedia.org/wiki/One_America_News_Network,FN,25.0,698,https://www.oann.com/,1.0,200,↗,14
oathkeepers.org,low,285785,,Oath Keepers,https://mediabiasfactcheck.com/oath-keepers/,https://en.wikipedia.org/wiki/Oath_Keepers,FN,,699,https://oathkeepers.org/,1.0,200,↗,4
occupydemocrats.com,low,1078213,2012.0,Occupy Democrats,https://mediabiasfactcheck.com/occupy-democrats/,https://en.wikipedia.org/wiki/Occupy_Democrats,FN,65.0,704,https://occupydemocrats.com/,1.0,200,↗,810
organicconsumers.org,low,159175,1998.0,Organic Consumers Association,https://mediabiasfactcheck.com/organic-consumers-association/,https://en.wikipedia.org/wiki/Organic_Consumers_Association,CP,20.0,2512,https://www.organicconsumers.org/,1.0,200,↗,700
organicfacts.net,mixed,130435,2019.0,Organic Facts,https://mediabiasfactcheck.com/organic-facts/,,CP,,4899,https://www.organicfacts.net/,,200,↗,0
other98.com,low,1203733,2010.0,The Other 98%,https://mediabiasfactcheck.com/the-other-98/,,FN,,716,https://other98.com/,1.0,200,↗,4
outragedpatriot.com,low,225821,2019.0,Outraged Patriot,https://mediabiasfactcheck.com/outraged-patriot/,,FN,,4690,https://outragedpatriot.com/,1.0,200,↗,60
overpassesforamerica.com,low,7167184,2013.0,Overpasses for America,https://mediabiasfactcheck.com/overpasses-for-america/,,FN,,1758,https://www.overpassesforamerica.com/,1.0,200,↗,0
oye.news,low,1793791,,Oye.news,https://mediabiasfactcheck.com/oye-news/,,CP,0.0,2358,https://oye.news/,1.0,200,↗,49
pacificpundit.com,low,718857,2012.0,Pacific Pundit,https://mediabiasfactcheck.com/pacific-pundit/,,FN,0.0,1759,https://www.pacificpundit.com/,1.0,200,↗,85
pakalertpress.com,low,5023384,2009.0,Pak Alert Press,https://mediabiasfactcheck.com/pak-alert-press/,,CP,,718,https://www.pakalertpress.com/,1.0,200,↗,0
pandemic.news,very-low,227086,2018.0,Pandemic News,https://mediabiasfactcheck.com/pandemic-news/,https://en.wikipedia.org/wiki/Natural_News,CP,5.0,2677,https://pandemic.news/,1.0,200,↗,2219
pantsonfirenews.com,low,344493,2019.0,Pants on Fire News,https://mediabiasfactcheck.com/pants-on-fire-news/,,FN,,2359,https://pantsonfirenews.com/,1.0,200,↗,53
patribotics.blog,low,402918,,Patribotics Blog,https://mediabiasfactcheck.com/patribotics-blog/,https://en.wikipedia.org/wiki/Patribotics,FN,,1762,https://patribotics.blog/,1.0,200,↗,205
patriotfires.com,low,18546520,2016.0,Patriot Fires,https://mediabiasfactcheck.com/patriot-fires/,,FN,,1763,https://www.patriotfires.com/,1.0,200,↗,0
patrioticviralnews.com,low,382673,2016.0,Patriotic Viral News,https://mediabiasfactcheck.com/patriotic-viral-news/,,FN,,1765,https://www.patrioticviralnews.com/,1.0,200,↗,84
patriotjournal.org,mixed,130225,2016.0,Patriot Journal,https://mediabiasfactcheck.com/patriot-journal/,,FN,49.5,2477,https://patriotjournal.org/,,200,↗,21
patriots4truth.org,very-low,1774180,2017.0,Patriots For Truth,https://mediabiasfactcheck.com/patriots-for-truth/,,CP,,4761,https://patriots4truth.org/,1.0,200,↗,289
pcmustdie.com,low,1586293,2019.0,PC Must Die News,https://mediabiasfactcheck.com/pc-must-die-news/,,FN,,2361,https://pcmustdie.com/,1.0,200,↗,0
peacedata.net,mixed,440166,2019.0,PeaceData,https://mediabiasfactcheck.com/peacedata/,,FN,7.5,4929,http://peacedata.net/,,302,↗,0
perezhilton.com,mixed,10051,2005.0,Perez Hilton,https://mediabiasfactcheck.com/perez-hilton/,,FN,29.5,2493,https://perezhilton.com/,,200,↗,841
personalliberty.com,low,785189,,Personal Liberty,https://mediabiasfactcheck.com/personal-liberty/,,FN,,1767,https://personalliberty.com/,1.0,200,↗,10
peta.org,mixed,19834,1995.0,PETA,https://mediabiasfactcheck.com/peta-people-for-the-ethical-treatment-of-animals/,,CP,57.0,1522,https://www.peta.org/,,200,↗,11688
pjmedia.com,mixed,9988,1999.0,PJ Media,https://mediabiasfactcheck.com/pj-media/,,FN,57.0,733,https://pjmedia.com/,,200,↗,14823
pmnightlynews.com,mixed,20000000,2016.0,PM Nightly News,https://mediabiasfactcheck.com/pm-nightly-news/,,FN,,1769,https://pmnightlynews.com/,,200,↗,0
politicalflare.com,low,128517,2018.0,Political Flare,https://mediabiasfactcheck.com/political-flare/,,FN,,2362,https://www.politicalflare.com/,1.0,200,↗,14348
politicalstate.org,mixed,4452026,2019.0,Political State,https://mediabiasfactcheck.com/political-state/,,FN,,4894,https://politicalstate.org/,,522,↗,0
politifact.news,low,16319992,,Poltifact News,https://mediabiasfactcheck.com/politifact-news/,,FN,,1776,https://politifact.news/,1.0,200,↗,0
pop.org,low,622251,1996.0,Population Research Institute,https://mediabiasfactcheck.com/population-research-institute/,https://en.wikipedia.org/wiki/Population_Research_Institute,FN,,2363,https://www.pop.org/,1.0,200,↗,29
populartechnology.net,mixed,1915244,2005.0,Popular Technology,https://mediabiasfactcheck.com/popular-technology/,,CP,,1523,http://www.populartechnology.net/,,200,↗,0
powderedwigsociety.com,low,1281466,2013.0,Powdered Wig Society,https://mediabiasfactcheck.com/powdered-wig-society/,,FN,0.0,1777,https://powderedwigsociety.com/,1.0,200,↗,5
prageru.com,low,70515,,PragerU,https://mediabiasfactcheck.com/prageru/,https://en.wikipedia.org/wiki/PragerU,FN,,2364,https://www.prageru.com/,1.0,200,↗,1521
pravdareport.com,very-low,95427,2015.0,Pravda Report,https://mediabiasfactcheck.com/pravda-report/,https://en.wikipedia.org/wiki/Pravda,FN,7.5,763,https://www.pravdareport.com/,1.0,200,↗,113
prepareforchange.net,low,150007,2013.0,Prepare for Change,https://mediabiasfactcheck.com/prepare-for-change/,,CP,,2365,https://prepareforchange.net/,1.0,200,↗,0
pressfortruth.ca,mixed,1129244,2007.0,Press for Truth,https://mediabiasfactcheck.com/press-for-truth/,,CP,,1524,https://pressfortruth.ca/,,200,↗,113
presstv.com,low,9605,2002.0,Press TV,https://mediabiasfactcheck.com/press-tv/,https://en.wikipedia.org/wiki/Press_TV,FN,17.5,767,https://www.presstv.com/,1.0,200,↗,4005
principia-scientific.org,low,445805,,Principia Scientific International,https://mediabiasfactcheck.com/principia-scientific-international/,,CP,,1525,https://principia-scientific.org/,1.0,200,↗,37
prisonplanet.com,very-low,62113,2001.0,Prison Planet,https://mediabiasfactcheck.com/prison-planet/,https://en.wikipedia.org/wiki/Alex_Jones,CP,,769,https://www.prisonplanet.com/,1.0,200,↗,46
prntly.com,low,623406,2014.0,Prntly,https://mediabiasfactcheck.com/prntly/,https://en.wikipedia.org/wiki/Prntly,FN,12.5,771,https://prntly.com/,1.0,200,↗,2
profam.org,low,8988247,1997.0,International Organization for the Family (IOF),https://mediabiasfactcheck.com/international-organization-for-the-family-iof/,,FN,,1705,https://profam.org/,1.0,200,↗,0
progressivestoday.com,low,20000000,,Progressives Today,https://mediabiasfactcheck.com/progressives-today/,,FN,,774,https://progressivestoday.com/,1.0,200,↗,0
prophecynewswatch.com,low,236817,2002.0,Prophecy News Watch,https://mediabiasfactcheck.com/prophecy-news-watch/,,CP,,1526,http://prophecynewswatch.com/,1.0,302,↗,155
prophecytoday.com,low,1021648,1998.0,Prophecy Today,https://mediabiasfactcheck.com/prophecy-today/,,CP,,1527,http://prophecytoday.com/,1.0,200,↗,50
propornot.com,mixed,2048899,2016.0,Prop or Not,https://mediabiasfactcheck.com/prop-or-not/,,CP,,1528,http://www.propornot.com/,,301,↗,1
protothema.gr,mixed,1301,,Proto Thema,https://mediabiasfactcheck.com/proto-thema/,,FN,,4730,https://www.protothema.gr/,,200,↗,5225
protrumpnews.com,low,218607,2019.0,Pro Trump News,https://mediabiasfactcheck.com/pro-trump-news/,,FN,,2366,https://protrumpnews.com/,1.0,200,↗,59
puppetstringnews.com,low,490867,2016.0,Puppet String News,https://mediabiasfactcheck.com/puppet-string-news/,,FN,7.5,782,https://www.puppetstringnews.com/,1.0,200,↗,2
qanon.pub,very-low,44694,,QAnon.pub,https://mediabiasfactcheck.com/qanon-pub/,,CP,,2367,https://qanon.pub/,1.0,200,↗,0
quillette.com,mixed,26446,2015.0,Quillette,https://mediabiasfactcheck.com/quillette/,,FN,,2537,https://quillette.com/,,200,↗,4155
rapturenewsnetwork.com,low,4761272,2016.0,Rapture News Network,https://mediabiasfactcheck.com/rapture-news-network/,,CP,,1529,https://www.rapturenewsnetwork.com/,1.0,200,↗,17
rawconservativeopinions.com,mixed,106672,2016.0,Raw Conservative Opinions,https://mediabiasfactcheck.com/raw-conservative-opinions/,,FN,,4917,https://rawconservativeopinions.com/,,200,↗,0
realclimatescience.com,low,299724,2015.0,Real Climate Science,https://mediabiasfactcheck.com/real-climate-science/,,CP,,2368,https://realclimatescience.com/,1.0,200,↗,86
realfarmacy.com,low,85569,2013.0,RealFarmacy,https://mediabiasfactcheck.com/realfarmacy/,,CP,12.5,789,https://realfarmacy.com/,1.0,200,↗,163
realjewnews.com,low,432297,2007.0,Real Jew News,https://mediabiasfactcheck.com/real-jew-news/,,CP,,1530,https://realjewnews.com/,1.0,200,↗,15
realnews24.com,low,2902001,,Real News 24,https://mediabiasfactcheck.com/real-news-24/,,CP,,1531,http://www.realnews24.com/,1.0,200,↗,0
redbluedivide.com,mixed,4013083,2016.0,Red Blue Divide,https://mediabiasfactcheck.com/red-blue-divide/,,FN,32.0,2474,https://redbluedivide.com/,,200,↗,0
redice.tv,low,172575,2014.0,Red Ice TV,https://mediabiasfactcheck.com/red-ice-tv/,https://en.wikipedia.org/wiki/Red_Ice,FN,,1789,https://redice.tv/,1.0,200,↗,177
redorbit.com,mixed,152645,1999.0,Red Orbit,https://mediabiasfactcheck.com/redorbit/,,FN,,4882,https://www.redorbit.com/,,200,↗,2
redoubtnews.com,mixed,1890064,2016.0,Redoubt News,https://mediabiasfactcheck.com/redoubt-news/,,CP,,1532,https://redoubtnews.com/,,200,↗,25
redstatewatcher.com,low,87773,2015.0,Red State Watcher,https://mediabiasfactcheck.com/red-state-watcher/,,FN,7.5,801,http://redstatewatcher.com/,1.0,200,↗,50
redwhiteandright.com,low,8531849,2016.0,"Red, White and Right",https://mediabiasfactcheck.com/red-white-and-right/,,FN,,1797,https://redwhiteandright.com/,1.0,200,↗,0
remnantnewspaper.com,low,369830,2014.0,The Remnant Newspaper,https://mediabiasfactcheck.com/the-remnant-magazine/,https://en.wikipedia.org/wiki/The_Remnant_(newspaper),FN,,1855,https://remnantnewspaper.com/,1.0,301,↗,366
renewamerica.com,low,493605,,Renew America,https://mediabiasfactcheck.com/renew-america/,https://en.wikipedia.org/wiki/Alan_Keyes,FN,,1798,http://www.renewamerica.com/,1.0,200,↗,79
rense.com,very-low,40996,1999.0,Rense,https://mediabiasfactcheck.com/rense/,https://en.wikipedia.org/wiki/Jeff_Rense,CP,,808,https://rense.com/,1.0,200,↗,217
